0;0;0;0;0;0
0;22.84;68.52; 0.01;1;0
0;35.07;55.33; 0.01;1;0
0;48.82;53.89; 0.01;1;0
1;11.20;32.95; 0.01;1;0
1;22.98;31.03; 0.01;1;0
1;40.59;31.97; 0.02;1;0
1;64.95;33.88; 0.02;1;0
2;23.20;32.39; 0.02;1;0
2;23.41;31.30; 0.02;1;0
2;23.49;30.45; 0.02;1;0
3;24.09;29.85; 0.03;1;0
3;21.28;29.01; 0.03;1;0
12; 0.85; 9.06; 0.03;1;0
14; 3.12; 8.10; 0.03;1;0
14;84.87; 8.55; 0.04;1;0
15;14.64; 8.76; 0.04;1;0
15;57.45; 9.56; 0.04;1;0
15;50.13; 9.94; 0.04;1;0
15;66.10;10.34; 0.05;1;0
16;46.68;10.71; 0.05;1;0
16;63.30;11.09; 0.05;1;0
16;47.57;11.44; 0.05;1;0
16;64.95;11.82; 0.05;1;0
16;27.06;12.07; 0.06;1;0
16;47.57;12.40; 0.06;1;0
16;58.35;12.74; 0.06;1;0
17;49.46;13.07; 0.06;1;0
17;64.39;13.41; 0.06;1;0
17;49.46;13.72; 0.07;1;0
17;63.84;14.06; 0.07;1;0
17;95.76;14.73; 0.07;1;0
17;48.82;15.02; 0.07;1;0
18;73.22;15.35; 0.08;1;0
18;44.72;15.62; 0.08;1;0
18;99.59;15.96; 0.08;1;0
18;27.16;16.13; 0.08;1;0
18;36.97;16.35; 0.09;1;0
18;103.74;16.69; 0.09;1;0
19;25.06;16.82; 0.09;1;0
19;27.06;16.97; 0.09;1;0
29; 0.76;11.49; 0.09;1;0
35; 0.76;11.49; 0.09;1;1
36; 0.76;11.49; 0.09;1;0
66; 0.20; 5.17; 0.10;1;0
67; 7.62; 5.21; 0.10;1;0
67;14.91; 5.28; 0.10;1;0
68;50.13; 5.38; 0.10;1;0
68;60.72; 5.48; 0.10;1;0
68;46.39; 5.57; 0.11;1;0
68;81.18; 5.67; 0.11;1;0
68;28.08; 5.76; 0.11;1;0
68;27.46; 5.85; 0.11;1;0
69;29.29; 5.93; 0.11;1;0
69;30.49; 6.02; 0.12;1;0
69;23.71; 6.10; 0.12;1;0
70;29.76; 6.18; 0.12;1;0
70;31.38; 6.27; 0.12;1;0
70;31.78; 6.35; 0.12;1;0
70;29.18; 6.44; 0.13;1;0
71;28.08; 6.52; 0.13;1;0
71;25.49; 6.60; 0.13;1;0
71;25.84; 6.67; 0.13;1;0
71;27.97; 6.75; 0.13;1;0
72;26.77; 6.83; 0.14;1;0
72;25.58; 6.91; 0.14;1;0
72;24.73; 6.98; 0.14;1;0
73;24.90; 7.05; 0.14;1;0
73;22.03; 7.12; 0.15;1;0
73;24.65; 7.19; 0.15;1;0
74;24.41; 7.27; 0.15;1;0
74;24.17; 7.34; 0.15;1;0
74;33.95; 7.41; 0.15;1;0
74;28.73; 7.49; 0.16;1;0
75;29.18; 7.56; 0.16;1;0
76; 7.42; 7.56; 0.16;1;0
77; 7.33; 7.56; 0.16;1;0
82; 1.44; 7.17; 0.16;1;0
91; 0.85; 6.56; 0.17;1;0
91;10.69; 6.60; 0.17;1;0
92; 9.11; 6.62; 0.17;1;0
93;10.53; 6.65; 0.17;1;0
93;11.33; 6.68; 0.17;1;0
94;11.05; 6.71; 0.18;1;0
95;11.05; 6.74; 0.18;1;0
95;11.05; 6.74; 0.18;1;1
95;49.46; 6.81; 0.18;1;1
95;13.60; 6.85; 0.18;1;1
96;14.59; 6.89; 0.18;1;1
97; 9.51; 6.91; 0.19;1;1
97;12.24; 6.95; 0.19;1;1
100; 2.74; 6.83; 0.19;1;1
129; 0.26; 5.38; 0.19;1;1
129;32.33; 5.43; 0.20;1;1
129;13.22; 5.46; 0.20;1;1
130;30.49; 5.51; 0.20;1;1
130;31.78; 5.56; 0.20;1;1
130;31.51; 5.60; 0.20;1;1
130;28.18; 5.65; 0.21;1;1
131;27.97; 5.74; 0.21;1;1
131;27.36; 5.79; 0.21;1;1
131;28.40; 5.83; 0.21;1;1
132;14.09; 5.86; 0.22;1;1
132;30.12; 5.91; 0.22;1;1
132;30.99; 5.96; 0.22;1;1
133;31.78; 6.00; 0.22;1;1
133;28.51; 6.05; 0.22;1;1
133;28.40; 6.09; 0.23;1;1
133;29.88; 6.13; 0.23;1;1
134;30.49; 6.18; 0.23;1;1
134;32.90; 6.22; 0.23;1;1
134;20.13; 6.26; 0.23;1;1
135;31.38; 6.35; 0.24;1;1
135;30.49; 6.40; 0.24;1;1
135;28.62; 6.44; 0.24;1;1
135;26.67; 6.48; 0.24;1;1
136;22.84; 6.52; 0.25;1;1
136;18.44; 6.56; 0.25;1;1
136;59.75; 6.60; 0.25;1;1
137;31.92; 6.65; 0.25;1;1
137;29.64; 6.69; 0.26;1;1
137;30.86; 6.73; 0.26;1;1
137;29.88; 6.77; 0.26;1;1
138;29.64; 6.82; 0.26;1;1
138;19.15; 6.85; 0.26;1;1
138;19.97; 6.89; 0.27;1;1
139;28.95; 6.93; 0.27;1;1
139;26.39; 6.97; 0.27;1;1
139;28.18; 7.01; 0.27;1;1
139;29.41; 7.05; 0.27;1;1
140;30.86; 7.09; 0.28;1;1
140;33.20; 7.13; 0.28;1;1
140;53.35; 7.18; 0.28;1;1
140;72.51; 7.22; 0.28;1;1
140;57.01; 7.27; 0.28;1;1
140;32.19; 7.31; 0.29;1;1
141;15.37; 7.34; 0.29;1;1
142; 9.62; 7.35; 0.29;1;1
142;30.49; 7.39; 0.29;1;1
142;49.79; 7.44; 0.29;1;1
170;49.79; 7.44; 0.29;1;0
170;49.79; 7.44; 0.29;1;1
174; 0.23; 6.12; 0.30;1;1
174;49.14; 6.16; 0.30;1;1
174;81.18; 6.20; 0.30;1;1
174;49.79; 6.23; 0.30;1;1
175;79.46; 6.27; 0.30;1;1
175;31.25; 6.31; 0.31;1;1
175;30.74; 6.34; 0.31;1;1
175;30.36; 6.37; 0.31;1;1
176;31.12; 6.41; 0.31;1;1
176; 9.73; 6.42; 0.32;1;1
177;30.74; 6.45; 0.32;1;1
177;29.06; 6.49; 0.32;1;1
177;28.08; 6.52; 0.32;1;1
177;27.77; 6.55; 0.32;1;1
178;29.29; 6.58; 0.33;1;1
178;29.76; 6.62; 0.33;1;1
178;30.36; 6.65; 0.33;1;1
178;30.74; 6.68; 0.33;1;1
179;37.72; 6.72; 0.33;1;1
