0; 5.95;  INF; 0.00;1;0;0
0;12.78;37.99; 0.00;1;0;0
0;19.06;29.54; 0.01;1;0;0
0;18.54;25.21; 0.01;1;0;0
1;20.60;24.11; 0.01;1;0;0
1;21.69;23.43; 0.01;1;0;0
1;21.86;22.96; 0.01;1;0;0
1;23.81;22.24; 0.01;1;0;0
2;22.79;22.02; 0.01;1;0;0
2;21.95;22.02; 0.02;1;0;0
2;23.70;24.04; 0.02;1;0;0
2;23.19;23.42; 0.02;1;0;0
3;24.80;23.17; 0.02;1;0;0
3;25.88;22.96; 0.02;1;0;0
3;24.92;22.76; 0.02;1;0;0
3;27.47;22.76; 0.03;1;0;0
3;28.96;23.78; 0.03;1;0;0
4;28.19;23.57; 0.03;1;0;0
4;29.60;23.57; 0.03;1;0;0
4;28.49;24.62; 0.03;1;0;0
4;27.05;24.21; 0.03;1;0;0
4;23.81;24.21; 0.03;1;0;0
5;17.68;23.84; 0.04;1;0;0
5;11.90;23.67; 0.04;1;0;0
12; 0.79;10.92; 0.04;1;0;0
13; 3.41;10.07; 0.04;1;0;0
14; 6.94; 9.90; 0.04;1;0;0
17; 1.92; 8.58; 0.04;1;0;0
20; 1.60; 7.52; 0.04;1;0;0
22; 2.53; 7.07; 0.05;1;0;0
24; 3.49; 6.83; 0.05;1;0;0
26; 3.21; 6.56; 0.05;1;0;0
29; 1.42; 5.93; 0.05;1;0;0
69; 0.13; 2.62; 0.05;1;0;0
70; 6.57; 2.66; 0.05;1;0;0
71; 5.24; 2.70; 0.06;1;0;0
74; 2.31; 2.76; 0.06;1;0;0
78; 1.17; 2.66; 0.06;1;0;0
78;17.45; 2.72; 0.06;1;0;0
79;20.14; 2.78; 0.06;1;0;0
79;19.55; 2.83; 0.06;1;0;0
79;22.89; 2.89; 0.07;1;0;0
79;23.49; 2.95; 0.07;1;0;0
80;24.69; 3.01; 0.07;1;0;0
80;26.65; 3.01; 0.07;1;0;0
80;25.39; 3.13; 0.07;1;0;0
80;24.13; 3.18; 0.07;1;0;0
81;22.14; 3.24; 0.07;1;0;0
81;19.62; 3.30; 0.08;1;0;0
81;21.01; 3.41; 0.08;1;0;0
82;16.74; 3.46; 0.08;1;0;0
98; 0.34; 2.95; 0.08;1;0;0
103; 1.04; 2.85; 0.08;1;0;0
103; 6.85; 2.89; 0.08;1;0;0
104;11.40; 2.93; 0.09;1;0;0
104;11.65; 2.96; 0.09;1;0;0
105; 8.04; 3.00; 0.09;1;0;0
106; 4.12; 3.01; 0.09;1;0;0
107; 9.46; 3.05; 0.09;1;0;0
107;17.45; 3.08; 0.09;1;0;0
108;19.06; 3.13; 0.10;1;0;0
108;18.93; 3.17; 0.10;1;0;0
108;22.89; 3.21; 0.10;1;0;0
108;22.99; 3.21; 0.10;1;0;0
109;22.60; 3.30; 0.10;1;0;0
109;22.79; 3.34; 0.10;1;0;0
109;20.45; 3.38; 0.10;1;0;0
109;19.69; 3.42; 0.11;1;0;0
110;20.60; 3.46; 0.11;1;0;0
110;17.56; 3.50; 0.11;1;0;0
110;16.58; 3.54; 0.11;1;0;0
111;15.71; 3.57; 0.11;1;0;0
111;12.88; 3.61; 0.11;1;0;0
111; 9.96; 3.64; 0.11;1;0;0
114; 2.48; 3.62; 0.12;1;0;0
114;12.20; 3.65; 0.12;1;0;0
114;21.26; 3.69; 0.12;1;0;0
115;22.99; 3.73; 0.12;1;0;0
115;21.26; 3.77; 0.12;1;0;0
115;19.27; 3.80; 0.12;1;0;0
115;14.80; 3.84; 0.12;1;0;0
116;13.67; 3.87; 0.13;1;0;0
116;10.32; 3.90; 0.13;1;0;0
117; 5.93; 3.92; 0.13;1;0;0
118; 6.89; 3.94; 0.13;1;0;0
119; 6.63; 3.95; 0.13;1;0;0
120; 5.26; 3.96; 0.13;1;0;0
120; 8.71; 3.99; 0.14;1;0;0
121; 9.90; 4.02; 0.14;1;0;0
122; 8.04; 4.04; 0.14;1;0;0
122; 8.08; 4.06; 0.14;1;0;0
123; 6.82; 4.08; 0.14;1;0;0
124; 6.85; 4.10; 0.14;1;0;0
124;10.78; 4.12; 0.14;1;0;0
125;12.49; 4.15; 0.15;1;0;0
125;12.82; 4.18; 0.15;1;0;0
126;14.60; 4.21; 0.15;1;0;0
126;13.23; 4.24; 0.15;1;0;0
