0;0;0;0;0;0
5; 1.48; 4.45; 0.01;1;0
6; 7.37; 4.94; 0.01;1;0
6; 9.56; 5.46; 0.01;1;0
7;25.84; 6.29; 0.01;1;0
7;39.31; 7.15; 0.01;1;0
7;19.20; 7.76; 0.02;1;0
8;23.86; 8.39; 0.02;1;0
8;24.25; 8.97; 0.02;1;0
8;27.46; 9.56; 0.02;1;0
8;19.35; 9.98; 0.02;1;0
9;31.12;10.53; 0.03;1;0
9;28.08;11.02; 0.03;1;0
9;20.63;11.38; 0.03;1;0
10;46.68;11.94; 0.03;1;0
10; 7.80;11.58; 0.04;1;0
11;37.91;12.04; 0.04;1;0
11;14.34;12.14; 0.04;1;0
12;20.13;12.39; 0.04;1;0
12;38.50;12.80; 0.04;1;0
13; 7.68;12.43; 0.05;1;0
14; 8.74;12.20; 0.05;1;0
14;22.30;12.44; 0.05;1;0
14;32.76;12.75; 0.05;1;0
14;21.90;12.96; 0.05;1;0
15;25.49;13.20; 0.06;1;0
15;35.23;13.50; 0.06;1;0
15;29.06;13.76; 0.06;1;0
15;36.79;14.05; 0.06;1;0
16;32.62;14.31; 0.06;1;0
16;33.05;14.57; 0.07;1;0
16;33.64;14.83; 0.07;1;0
16;22.03;14.97; 0.07;1;0
17;37.72;15.23; 0.07;1;0
17;28.51;15.43; 0.07;1;0
17;29.76;15.64; 0.08;1;0
17;33.49;15.86; 0.08;1;0
18;24.98;16.01; 0.08;1;0
18;24.25;16.15; 0.08;1;0
18;26.39;16.30; 0.09;1;0
18;37.53;16.52; 0.09;1;0
19;13.06;16.42; 0.09;1;0
20; 9.50;16.15; 0.09;1;0
20;35.91;16.35; 0.09;1;0
20;31.92;16.53; 0.10;1;0
21;33.34;16.71; 0.10;1;0
21;22.84;16.80; 0.10;1;0
21;34.42;16.98; 0.10;1;0
21;23.64;17.08; 0.10;1;0
22;41.49;17.28; 0.11;1;0
22;24.98;17.38; 0.11;1;0
22;50.13;17.60; 0.11;1;0
22;22.36;17.66; 0.11;1;0
23; 6.68;17.15; 0.11;1;0
24;44.46;17.34; 0.12;1;0
24;21.78;17.40; 0.12;1;0
24;38.50;17.57; 0.12;1;0
25;16.71;17.56; 0.12;1;0
25;57.90;17.76; 0.12;1;0
25;19.45;17.79; 0.13;1;0
25;44.72;17.96; 0.13;1;0
26;21.78;18.01; 0.13;1;0
26;38.90;18.16; 0.13;1;0
26;20.41;18.19; 0.13;1;0
26;32.06;18.31; 0.14;1;0
27;23.64;18.38; 0.14;1;0
27;42.44;18.53; 0.14;1;0
27;14.31;18.45; 0.14;1;0
28;23.12;18.51; 0.15;1;0
28;49.46;18.67; 0.15;1;0
28;15.69;18.62; 0.15;1;0
29;37.72;18.75; 0.15;1;0
29;11.99;18.61; 0.15;1;0
30;21.59;18.64; 0.16;1;0
30;35.74;18.76; 0.16;1;0
31; 4.63;18.05; 0.16;1;0
32;32.19;18.15; 0.16;1;0
32;19.66;18.17; 0.16;1;0
32;31.51;18.26; 0.17;1;0
33;17.87;18.26; 0.17;1;0
33;38.70;18.38; 0.17;1;0
33;22.23;18.42; 0.17;1;0
33;30.74;18.50; 0.17;1;0
34;22.16;18.54; 0.18;1;0
34;40.81;18.66; 0.18;1;0
34;15.27;18.61; 0.18;1;0
35;12.99;18.52; 0.18;1;0
35;16.67;18.50; 0.18;1;0
38; 2.79;17.41; 0.19;1;0
38;44.72;17.52; 0.19;1;0
39;32.33;17.61; 0.19;1;0
39;27.36;17.68; 0.19;1;0
39;32.62;17.77; 0.20;1;0
39;36.61;17.86; 0.20;1;0
40;26.77;17.92; 0.20;1;0
40;39.94;18.03; 0.20;1;0
40;29.64;18.10; 0.20;1;0
40;37.34;18.19; 0.21;1;0
40;31.25;18.27; 0.21;1;0
41;41.96;18.37; 0.21;1;0
41;25.93;18.43; 0.21;1;0
41;38.70;18.52; 0.21;1;0
42;11.39;18.41; 0.22;1;0
42;23.27;18.45; 0.22;1;0
42;30.74;18.52; 0.22;1;0
