0;0;0;0;0;0
0;35.23;105.69; 0.01;1;0
0;36.97;72.16; 0.01;1;0
1; 8.57;29.04; 0.01;1;0
1;39.31;30.36; 0.01;1;0
1;33.34;30.75; 0.01;1;0
1;36.08;31.33; 0.02;1;0
2;37.72;31.93; 0.02;1;0
2;31.78;31.92; 0.02;1;0
2;32.62;31.98; 0.02;1;0
2;35.40;32.24; 0.02;1;0
4; 4.33;21.56; 0.03;1;0
4;36.26;22.21; 0.03;1;0
4;33.80;22.72; 0.03;1;0
5;30.74;23.10; 0.03;1;0
5;32.90;23.51; 0.04;1;0
5;32.47;23.88; 0.04;1;0
6;14.94;23.15; 0.04;1;0
6;33.49;23.51; 0.04;1;0
6;38.11;23.95; 0.04;1;0
7; 9.71;22.45; 0.05;1;0
7;26.58;22.61; 0.05;1;0
7;29.52;22.83; 0.05;1;0
8;28.73;23.02; 0.05;1;0
8;30.00;23.23; 0.05;1;0
8;34.74;23.51; 0.06;1;0
8;29.18;23.68; 0.06;1;0
9;14.91;23.21; 0.06;1;0
9;30.12;23.39; 0.06;1;0
9;30.74;23.57; 0.06;1;0
10;31.78;23.76; 0.07;1;0
10;30.99;23.93; 0.07;1;0
10;28.40;24.04; 0.07;1;0
10;28.95;24.16; 0.07;1;0
11;29.06;24.27; 0.07;1;0
11;28.18;24.36; 0.08;1;0
11;32.06;24.52; 0.08;1;0
12; 9.29;23.53; 0.08;1;0
12;31.51;23.68; 0.08;1;0
12;30.61;23.81; 0.09;1;0
13;30.00;23.93; 0.09;1;0
13;31.92;24.07; 0.09;1;0
13;31.65;24.20; 0.09;1;0
13;29.29;24.29; 0.09;1;0
14;28.08;24.37; 0.10;1;0
14;28.84;24.45; 0.10;1;0
14;14.07;24.08; 0.10;1;0
15;33.64;24.22; 0.10;1;0
15;27.66;24.28; 0.10;1;0
15;28.73;24.35; 0.11;1;0
15;28.40;24.42; 0.11;1;0
16;29.88;24.50; 0.11;1;0
16;28.18;24.56; 0.11;1;0
16;28.40;24.62; 0.11;1;0
16;26.67;24.66; 0.12;1;0
17;27.56;24.70; 0.12;1;0
17;26.30;24.73; 0.12;1;0
17;31.65;24.82; 0.12;1;0
17;33.64;24.93; 0.12;1;0
18;31.51;25.01; 0.13;1;0
18;28.40;25.06; 0.13;1;0
18;28.62;25.11; 0.13;1;0
19;33.34;25.27; 0.13;1;0
19;32.06;25.35; 0.14;1;0
19;30.24;25.41; 0.14;1;0
19;26.67;25.43; 0.14;1;0
20;28.73;25.47; 0.14;1;0
20;28.73;25.51; 0.15;1;0
20;32.90;25.59; 0.15;1;0
20;30.61;25.65; 0.15;1;0
21;32.33;25.73; 0.15;1;0
21;38.90;25.84; 0.15;1;0
21;31.12;25.90; 0.16;1;0
21;45.54;26.05; 0.16;1;0
22;18.31;25.91; 0.16;1;0
22;32.47;25.98; 0.16;1;0
22;34.90;26.06; 0.16;1;0
23;16.27;25.87; 0.17;1;0
23;30.61;25.91; 0.17;1;0
23;30.36;25.96; 0.17;1;0
23;34.42;26.04; 0.17;1;0
24;35.07;26.12; 0.17;1;0
24;31.78;26.17; 0.18;1;0
24;33.34;26.24; 0.18;1;0
24;32.33;26.30; 0.18;1;0
25;10.15;25.83; 0.18;1;0
25;33.95;25.90; 0.18;1;0
25;33.05;25.96; 0.19;1;0
26;38.90;26.06; 0.19;1;0
26;39.10;26.15; 0.19;1;0
26;33.20;26.21; 0.19;1;0
26;31.78;26.26; 0.20;1;0
26;29.29;26.29; 0.20;1;0
27;32.90;26.34; 0.20;1;0
27;34.26;26.41; 0.20;1;0
27;31.38;26.45; 0.20;1;0
27;35.40;26.52; 0.21;1;0
28;33.95;26.58; 0.21;1;0
28;34.26;26.67; 0.21;1;0
28;29.52;26.69; 0.21;1;0
29;34.90;26.75; 0.22;1;0
29;33.34;26.80; 0.22;1;0
29;31.92;26.84; 0.22;1;0
29;34.42;26.90; 0.22;1;0
29;33.20;26.95; 0.22;1;0
30;28.84;26.96; 0.23;1;0
30;32.76;27.01; 0.23;1;0
30;33.49;27.05; 0.23;1;0
30;33.34;27.10; 0.23;1;0
31;31.25;27.13; 0.23;1;0
31;32.06;27.17; 0.24;1;0
31;30.74;27.19; 0.24;1;0
31;31.25;27.22; 0.24;1;0
32;34.74;27.28; 0.24;1;0
32;34.90;27.33; 0.24;1;0
32;34.42;27.37; 0.25;1;0
32;34.26;27.42; 0.25;1;0
32;30.36;27.44; 0.25;1;0
33;38.50;27.51; 0.25;1;0
33;32.06;27.54; 0.26;1;0
33;32.33;27.57; 0.26;1;0
33;33.20;27.61; 0.26;1;0
34;32.33;27.64; 0.26;1;0
34;33.64;27.68; 0.26;1;0
34;32.19;27.71; 0.27;1;0
34;31.51;27.74; 0.27;1;0
34;34.42;27.78; 0.27;1;0
35;31.65;27.80; 0.27;1;0
35;36.08;27.85; 0.27;1;0
35;33.95;27.89; 0.28;1;0
35;34.58;27.93; 0.28;1;0
36;34.58;27.97; 0.28;1;0
36;36.43;28.02; 0.28;1;0
36;36.43;28.06; 0.28;1;0
36;32.47;28.09; 0.29;1;0
36;33.80;28.13; 0.29;1;0
37;32.62;28.15; 0.29;1;0
37;33.49;28.19; 0.29;1;0
37;33.64;28.22; 0.29;1;0
37;36.08;28.26; 0.30;1;0
38;36.08;28.34; 0.30;1;0
38;36.97;28.38; 0.30;1;0
38;42.44;28.44; 0.30;1;0
38;30.99;28.46; 0.31;1;0
39;37.34;28.51; 0.31;1;0
39;37.34;28.55; 0.31;1;0
39;17.33;28.43; 0.31;1;0
40; 6.87;27.85; 0.32;1;0
40;42.44;27.92; 0.32;1;0
41;31.65;27.93; 0.32;1;0
41;32.33;27.96; 0.32;1;0
42;16.06;27.83; 0.33;1;0
42;33.49;27.86; 0.33;1;0
42;33.20;27.88; 0.33;1;0
42;32.06;27.91; 0.33;1;0
